StockID,StockName,Broker,NetBuy,TotalTrials,Successes,SuccessRate
2547,日勝生,元大中和,1025.0,0,0,0
3323,加百裕,凱基城中,1004.984,0,0,0
9105,泰金寶-DR,元大館前,999.2,0,0,0
2885,元大金,元大館前,994.49,0,0,0
5309,系統電,元富,972.0,0,0,0
2376,技嘉,永豐金,932.696,0,0,0
2365,昆盈,元大,927.0,0,0,0
3231,緯創,富邦新竹,926.86,0,0,0
3597,映興,富邦,917.0,0,0,0
6443,元晶,凱基台北,916.802,0,0,0
2395,研華,摩根大通,886.348,0,0,0
3090,日電貿,台新,885.04,0,0,0
6118,建達,台新建北,885.0,0,0,0
9105,泰金寶-DR,玉山左營,871.43,0,0,0
1308,亞聚,瑞銀,858.02,0,0,0
2812,台中銀,富邦,846.434,0,0,0
1308,亞聚,摩根大通,844.302,0,0,0
6202,盛群,摩根大通,837.183,0,0,0
2547,日勝生,兆豐忠孝,831.0,0,0,0
9105,泰金寶-DR,台新台中,824.382,0,0,0
2912,統一超,台灣摩根,800.708,0,0,0
3380,明泰,凱基台北,798.0,0,0,0
3167,大量,康和,787.0,0,0,0
2392,正崴,群益,785.974,0,0,0
3090,日電貿,瑞銀,783.0,0,0,0
1815,富喬,元大蘆洲,761.915,0,0,0
2812,台中銀,凱基台北,761.0,0,0,0
2392,正崴,永豐苓雅,758.843,0,0,0
2883,開發金,兆豐南京,758.0,0,0,0
6558,興能高,凱基台北,750.0,0,0,0
8454,富邦媒,台灣摩根,749.734,0,0,0
2371,大同,新光,698.944,0,0,0
2010,春源,摩根大通,689.104,0,0,0
2809,京城銀,台新,685.384,0,0,0
2845,遠東銀,凱基信義,660.0,0,0,0
8942,森鉅,凱基台北,657.0,0,0,0
4142,國光生,華南南京,654.0,0,0,0
4979,華星光,永昌古亭,653.6,0,0,0
3029,零壹,富邦南屯,651.18,0,0,0
2882,國泰金,玉山,649.434,0,0,0
9105,泰金寶-DR,富邦板橋,644.775,0,0,0
6285,啟碁,瑞銀,639.0,0,0,0
2498,宏達電,華南永昌,638.218,0,0,0
2027,大成鋼,富邦永和,633.9,0,0,0
3653,健策,台灣摩根,627.208,0,0,0
2609,陽明,永豐彰化,626.945,0,0,0
8942,森鉅,摩根大通,622.085,0,0,0
2888,新光金,美好泰山,621.0,0,0,0
2392,正崴,元富台中,619.423,0,0,0
2444,兆勁,元大竹科,619.0,0,0,0
2392,正崴,統一,613.375,0,0,0
2208,台船,元大,604.824,0,0,0
2845,遠東銀,康和,600.0,0,0,0
3231,緯創,福邦,598.0,0,0,0
3481,群創,元大南京,594.0,0,0,0
2867,三商壽,上海匯豐,592.0,0,0,0
4979,華星光,元大忠鼎,590.0,0,0,0
1815,富喬,國泰敦南,585.725,0,0,0
1808,潤隆,富邦,575.0,0,0,0
2010,春源,凱基台北,571.0,0,0,0
5522,遠雄,港商野村,564.235,0,0,0
2851,中再保,瑞銀,564.0,0,0,0
3029,零壹,台新,557.92,0,0,0
2851,中再保,富邦,556.0,0,0,0
9105,泰金寶-DR,國票九鼎,554.0,0,0,0
8096,擎亞,元大,550.386,0,0,0
6104,創惟,凱基,550.0,0,0,0
8942,森鉅,美商高盛亞,547.0,0,0,0
2845,遠東銀,富邦台南,545.97,0,0,0
9105,泰金寶-DR,凱基竹科,545.3,0,0,0
1314,中石化,中國信託,545.0,0,0,0
2845,遠東銀,兆豐南京,535.0,0,0,0
9105,泰金寶-DR,華南斗六,533.0,0,0,0
9945,潤泰新,港麥格理,530.0,0,0,0
9105,泰金寶-DR,第一高雄,528.0,0,0,0
2442,新美齊,大昌,527.0,0,0,0
9105,泰金寶-DR,國泰新莊,525.866,0,0,0
6488,環球晶,摩根大通,525.771,0,0,0
3231,緯創,第一金證,523.474,0,0,0
3653,健策,花旗環球,523.004,0,0,0
4979,華星光,永豐金敦南,520.673,0,0,0
2845,遠東銀,元富信義,520.0,0,0,0
3029,零壹,新光,517.578,0,0,0
1815,富喬,元富世貿,515.0,0,0,0
3363,上詮,元大,513.104,0,0,0
9105,泰金寶-DR,凱基桃園,512.0,0,0,0
1537,廣隆,瑞銀,510.0,0,0,0
2371,大同,台企建成,508.0,0,0,0
8163,達方,永豐信義,505.0,0,0,0
2615,萬海,凱基內埔,504.212,0,0,0
4162,智擎,美商高盛亞,504.0,0,0,0
1314,中石化,上海匯豐,502.0,0,0,0
2812,台中銀,上海匯豐,501.0,0,0,0
