StockID,StockName,Broker,NetBuy,TotalTrials,Successes,SuccessRate
5347,世界,元大,1930.246,5,3,0.6
1442,名軒,統一,1799.0,0,0,0.0
2330,台積電,港商法興,1778.0,3,0,0.0
2498,宏達電,摩根大通,1763.0,2,0,0.0
2498,宏達電,元富大昌,1723.0,0,0,0.0
2888,新光金,統一桃園,1722.0,0,0,0.0
2498,宏達電,元富台中,1720.0,0,0,0.0
2891,中信金,臺銀,1719.555,8,1,0.125
2353,宏碁,兆豐鹿港,1672.0,0,0,0.0
1216,統一,統一,1660.597,2,1,0.5
2888,新光金,新光,1642.208,12,4,0.3333333333333333
2886,兆豐金,元大,1635.299,28,8,0.2857142857142857
1102,亞泥,元大,1623.926,18,5,0.2777777777777778
1301,台塑,統一,1604.84,1,0,0.0
9945,潤泰新,玉山,1591.0,8,2,0.25
4904,遠傳,元大,1586.466,4,2,0.5
2303,聯電,瑞銀,1577.0,29,3,0.10344827586206896
2888,新光金,中銀員林,1571.1,5,3,0.6
2498,宏達電,凱基高美,1565.7,0,0,0.0
9904,寶成,合庫,1557.0,0,0,0.0
4938,和碩,元大,1514.096,4,2,0.5
4915,致伸,元大,1512.536,4,2,0.5
2891,中信金,元大,1509.38,34,11,0.3235294117647059
2615,萬海,凱基市府,1506.215,0,0,0.0
1402,遠東新,元大,1471.922,18,10,0.5555555555555556
5907,大洋-KY,土銀台中,1470.0,0,0,0.0
3025,星通,統一,1463.997,0,0,0.0
2330,台積電,瑞銀,1462.044,23,7,0.30434782608695654
2888,新光金,元大南海,1460.008,5,3,0.6
2615,萬海,元大,1450.676,6,6,1.0
2888,新光金,永豐金,1444.127,26,12,0.46153846153846156
4903,聯光通,群益,1428.0,1,1,1.0
2888,新光金,新光台中,1405.526,14,7,0.5
2303,聯電,元大,1395.073,23,2,0.08695652173913043
2498,宏達電,台灣摩根,1373.0,3,0,0.0
4979,華星光,富邦,1364.856,6,6,1.0
2002,中鋼,港商法興,1363.0,0,0,0.0
2884,玉山金,富邦,1362.473,16,5,0.3125
3045,台灣大,永豐金,1362.212,6,4,0.6666666666666666
2498,宏達電,國票安和,1345.975,1,0,0.0
2002,中鋼,兆豐,1333.787,9,2,0.2222222222222222
1402,遠東新,富邦,1319.0,11,3,0.2727272727272727
4904,遠傳,花旗環球,1316.0,4,2,0.5
3481,群創,台灣摩根,1302.0,23,14,0.6086956521739131
2609,陽明,美商高盛,1293.0,28,13,0.4642857142857143
2888,新光金,台新,1284.326,17,6,0.35294117647058826
2890,永豐金,永豐金,1283.915,13,6,0.46153846153846156
2324,仁寶,元大,1280.256,24,9,0.375
2881,富邦金,美商高盛,1272.0,27,7,0.25925925925925924
2308,台達電,台灣摩根,1270.0,18,15,0.8333333333333334
2412,中華電,統一,1233.3,0,0,0.0
2888,新光金,永豐中正,1231.0,6,2,0.3333333333333333
2330,台積電,台灣摩根,1204.588,24,5,0.20833333333333334
2504,國產,群益,1203.0,2,0,0.0
2881,富邦金,瑞銀,1199.0,29,11,0.3793103448275862
3363,上詮,摩根大通,1196.0,0,0,0.0
2887,台新金,富邦,1196.0,18,6,0.3333333333333333
2344,華邦電,台灣摩根,1195.846,20,7,0.35
2618,長榮航,台灣摩根,1188.0,35,11,0.3142857142857143
2330,台積電,凱基台北,1187.258,20,5,0.25
2353,宏碁,美商高盛,1187.0,18,5,0.2777777777777778
3545,敦泰,港商野村,1175.0,1,0,0.0
2606,裕民,群益,1163.065,1,0,0.0
3576,聯合再生,台灣摩根,1155.0,8,6,0.75
2609,陽明,美林,1150.0,20,8,0.4
3702,大聯大,永豐金,1138.651,8,4,0.5
3711,日月光投控,永豐金,1137.624,14,9,0.6428571428571429
2867,三商壽,富邦羅東,1134.0,2,2,1.0
2884,玉山金,凱基台北,1126.647,25,5,0.2
2382,廣達,美林,1124.0,18,10,0.5555555555555556
2888,新光金,元大,1109.561,27,9,0.3333333333333333
3481,群創,凱基台北,1096.0,31,19,0.6129032258064516
1605,華新,元大,1081.998,25,9,0.36
2610,華航,國泰綜合,1072.28,10,4,0.4
2610,華航,凱基台北,1058.0,21,6,0.2857142857142857
2889,國票金,富邦,1050.0,13,4,0.3076923076923077
2884,玉山金,群益,1049.574,3,2,0.6666666666666666
8404,百和興業-KY,元大台中,1035.0,0,0,0.0
1314,中石化,兆豐三重,1033.0,0,0,0.0
4303,信立,凱基台北,1031.0,2,1,0.5
2356,英業達,元大,1021.966,14,7,0.5
5871,中租-KY,台灣摩根,1016.297,5,3,0.6
2002,中鋼,元富虎尾,1003.992,1,0,0.0
2888,新光金,兆豐竹北,1001.0,0,0,0.0
2603,長榮,花旗環球,1001.0,5,3,0.6
2801,彰銀,國票長城,1000.0,12,1,0.08333333333333333
2489,瑞軒,國票北高,1000.0,1,0,0.0
1802,台玻,兆豐復興,998.0,1,0,0.0
2801,彰銀,富邦西壢,990.0,1,0,0.0
2615,萬海,國票天祥,983.101,1,1,1.0
3711,日月光投控,美林,977.974,16,8,0.5
2353,宏碁,統一,974.077,3,0,0.0
1314,中石化,台灣摩根,968.0,22,10,0.45454545454545453
2884,玉山金,兆豐,958.511,7,3,0.42857142857142855
2887,台新金,富邦高雄,955.0,0,0,0.0
1402,遠東新,兆豐,953.0,8,3,0.375
6005,群益證,富邦,949.95,5,2,0.4
2882,國泰金,美林,943.0,41,17,0.4146341463414634
2886,兆豐金,富邦,941.0,14,9,0.6428571428571429
4563,百德,統一,935.0,0,0,0.0
2356,英業達,摩根大通,932.0,16,7,0.4375
3711,日月光投控,美商高盛,931.0,11,4,0.36363636363636365
2885,元大金,永豐金,929.011,7,3,0.42857142857142855
2891,中信金,國泰綜合,927.56,23,11,0.4782608695652174
2892,第一金,台灣匯立,924.0,3,1,0.3333333333333333
2317,鴻海,凱基彰化,920.225,0,0,0.0
3363,上詮,星洲瑞銀,920.0,2,0,0.0
2886,兆豐金,港商法興,917.0,1,0,0.0
3711,日月光投控,台灣摩根,917.0,19,10,0.5263157894736842
1101,台泥,元富嘉義,912.8,6,0,0.0
3481,群創,合庫台南,908.84,2,2,1.0
2330,台積電,港商野村,907.328,9,3,0.3333333333333333
2368,金像電,港商野村,906.0,2,1,0.5
3231,緯創,瑞銀,897.0,25,8,0.32
2382,廣達,瑞銀,895.0,17,8,0.47058823529411764
2324,仁寶,國泰綜合,885.956,6,2,0.3333333333333333
6139,亞翔,凱基台北,882.526,4,2,0.5
2891,中信金,群益,880.412,26,10,0.38461538461538464
2605,新興,台灣摩根,879.0,8,2,0.25
1326,台化,台灣摩根,871.229,8,4,0.5
4958,臻鼎-KY,瑞銀,866.0,10,7,0.7
2882,國泰金,元大,863.055,13,4,0.3076923076923077
1402,遠東新,群益,861.213,6,4,0.6666666666666666
2344,華邦電,美商高盛,861.0,18,8,0.4444444444444444
2809,京城銀,群益,860.0,0,0,0.0
2498,宏達電,元大,859.875,0,0,0.0
2618,長榮航,群益,858.096,12,5,0.4166666666666667
2489,瑞軒,元大仁愛,856.031,1,1,1.0
9904,寶成,元富,852.0,2,1,0.5
5876,上海商銀,美商高盛,848.0,6,2,0.3333333333333333
5880,合庫金,台灣匯立,847.0,0,0,0.0
2105,正新,元大,845.773,23,11,0.4782608695652174
2883,開發金,凱基,844.738,12,5,0.4166666666666667
4979,華星光,星洲瑞銀,842.0,0,0,0.0
4938,和碩,永豐金,837.038,11,2,0.18181818181818182
1815,富喬,凱基台北,829.0,14,9,0.6428571428571429
2603,長榮,摩根大通,827.3,18,11,0.6111111111111112
3363,上詮,凱基台北,825.0,3,1,0.3333333333333333
2885,元大金,港商法興,825.0,0,0,0.0
2014,中鴻,台灣摩根,810.999,3,1,0.3333333333333333
2301,光寶科,永豐金,809.604,9,3,0.3333333333333333
3027,盛達,華南永昌,806.998,0,0,0.0
2324,仁寶,凱基台北,803.4,22,10,0.45454545454545453
2888,新光金,國泰敦南,793.161,9,4,0.4444444444444444
2890,永豐金,台灣摩根,792.825,22,10,0.45454545454545453
2881,富邦金,元富,788.133,13,5,0.38461538461538464
2891,中信金,摩根大通,786.0,21,7,0.3333333333333333
3481,群創,元富吉利,786.0,0,0,0.0
1802,台玻,新光台南,784.999,0,0,0.0
2399,映泰,統一,783.84,3,3,1.0
2317,鴻海,瑞銀,782.271,27,17,0.6296296296296297
5347,世界,永豐金,779.295,14,8,0.5714285714285714
2603,長榮,凱基台北,776.683,15,8,0.5333333333333333
2884,玉山金,群益海山,774.96,0,0,0.0
2609,陽明,元大,772.497,5,4,0.8
4903,聯光通,統一,772.194,0,0,0.0
1303,南亞,元大,771.587,16,4,0.25
1301,台塑,元大,765.468,7,2,0.2857142857142857
2498,宏達電,康和,759.0,1,1,1.0
2498,宏達電,元大中壢,753.658,0,0,0.0
5880,合庫金,台灣摩根,753.0,20,4,0.2
1319,東陽,瑞銀,744.0,2,1,0.5
2603,長榮,美商高盛,743.0,17,8,0.47058823529411764
9904,寶成,美商高盛,736.0,14,6,0.42857142857142855
5871,中租-KY,瑞銀,735.0,9,5,0.5555555555555556
9904,寶成,美林,734.0,17,5,0.29411764705882354
2356,英業達,上海匯豐,731.0,0,0,0.0
2618,長榮航,兆豐,720.0,10,3,0.3
2886,兆豐金,永豐金,718.534,11,3,0.2727272727272727
2637,慧洋-KY,兆豐,714.0,1,0,0.0
1718,中纖,元大大灣,708.706,1,0,0.0
1402,遠東新,國泰綜合,708.572,5,3,0.6
2543,皇昌,凱基台北,708.0,10,8,0.8
2888,新光金,玉山南京,706.083,2,2,1.0
1314,中石化,元大學甲,703.3,1,0,0.0
3290,東浦,國泰綜合,700.0,0,0,0.0
2543,皇昌,瑞銀,697.0,9,6,0.6666666666666666
2883,開發金,花旗環球,696.0,20,7,0.35
4904,遠傳,富邦,696.0,5,3,0.6
1815,富喬,星洲瑞銀,695.0,10,6,0.6
2409,友達,港麥格理,693.0,5,1,0.2
2888,新光金,永豐北高,691.433,1,1,1.0
2613,中櫃,日進,688.0,0,0,0.0
9907,統一實,美林,683.0,1,1,1.0
1907,永豐餘,合庫,678.0,0,0,0.0
3062,建漢,凱基台北,672.5,10,8,0.8
5871,中租-KY,美商高盛,671.0,12,5,0.4166666666666667
1809,中釉,凱基台北,666.0,0,0,0.0
2303,聯電,國泰綜合,665.857,17,4,0.23529411764705882
6415,矽力*-KY,上海匯豐,665.0,0,0,0.0
8112,至上,元大,663.705,1,1,1.0
2027,大成鋼,元大,663.0,16,2,0.125
1301,台塑,台灣摩根,657.454,10,5,0.5
2014,中鴻,凱基站前,654.0,0,0,0.0
2002,中鋼,國泰綜合,652.539,3,0,0.0
1102,亞泥,台灣摩根,651.0,24,9,0.375
2454,聯發科,凱基,649.065,1,1,1.0
2801,彰銀,元大龍潭,648.0,0,0,0.0
1402,遠東新,港商野村,646.0,2,0,0.0
1303,南亞,台灣摩根,639.815,14,5,0.35714285714285715
1504,東元,摩根大通,636.0,11,4,0.36363636363636365
3702,大聯大,美商高盛,636.0,5,2,0.4
3081,聯亞,國泰綜合,633.0,1,1,1.0
5876,上海商銀,台灣摩根,633.0,13,3,0.23076923076923078
3481,群創,永豐板新,633.0,2,1,0.5
1319,東陽,凱基台北,628.5,2,1,0.5
2409,友達,台灣摩根,628.0,27,15,0.5555555555555556
2882,國泰金,瑞銀,628.0,26,10,0.38461538461538464
1785,光洋科,凱基台北,627.0,15,10,0.6666666666666666
2897,王道銀行,富邦,625.0,3,0,0.0
1303,南亞,台灣匯立,621.0,4,3,0.75
1301,台塑,富邦,618.03,4,0,0.0
2303,聯電,美林,617.0,27,5,0.18518518518518517
2356,英業達,瑞銀,617.0,13,5,0.38461538461538464
6176,瑞儀,元大,610.118,0,0,0.0
2888,新光金,永豐忠孝,610.0,8,4,0.5
2347,聯強,永豐金,606.133,2,1,0.5
2867,三商壽,福勝,604.0,2,0,0.0
2637,慧洋-KY,群益,603.6,0,0,0.0
2888,新光金,統一南京,601.1,7,2,0.2857142857142857
9921,巨大,台灣匯立,601.0,0,0,0.0
2888,新光金,美好楊梅,594.0,0,0,0.0
1303,南亞,港麥格理,594.0,3,0,0.0
2888,新光金,凱基竹科,592.73,4,3,0.75
2609,陽明,統一,591.893,4,2,0.5
6005,群益證,台灣摩根,590.0,14,8,0.5714285714285714
2002,中鋼,港麥格理,589.0,7,2,0.2857142857142857
1815,富喬,港商野村,588.0,6,4,0.6666666666666666
2027,大成鋼,美商高盛,585.0,9,1,0.1111111111111111
2882,國泰金,富邦,581.0,15,6,0.4
1815,富喬,富邦建國,576.602,0,0,0.0
4958,臻鼎-KY,美商高盛,576.0,11,8,0.7272727272727273
2888,新光金,法銀巴黎,573.0,14,3,0.21428571428571427
4563,百德,港商野村,570.0,0,0,0.0
2308,台達電,台灣匯立,564.0,6,3,0.5
2884,玉山金,港麥格理,562.0,6,1,0.16666666666666666
2354,鴻準,台灣摩根,557.439,20,11,0.55
3045,台灣大,群益,555.039,9,4,0.4444444444444444
2337,旺宏,台灣摩根,554.258,25,13,0.52
5880,合庫金,港麥格理,549.0,7,0,0.0
3702,大聯大,瑞銀,547.0,6,3,0.5
2890,永豐金,瑞銀,545.0,21,9,0.42857142857142855
2330,台積電,富邦,540.371,14,3,0.21428571428571427
2603,長榮,台灣摩根,540.0,26,13,0.5
2891,中信金,永豐金,539.622,29,11,0.3793103448275862
1717,長興,瑞銀,539.0,2,0,0.0
2606,裕民,康和,538.0,1,1,1.0
3045,台灣大,元大,537.444,3,1,0.3333333333333333
2892,第一金,美林,537.0,27,2,0.07407407407407407
1301,台塑,凱基台北,534.511,11,4,0.36363636363636365
2449,京元電子,美林,534.0,18,9,0.5
2539,櫻花建,台新建北,533.0,0,0,0.0
2317,鴻海,美商高盛,532.2,22,11,0.5
3665,貿聯-KY,兆豐,531.004,0,0,0.0
2618,長榮航,元大,529.0,11,4,0.36363636363636365
2887,台新金,兆豐來福,528.856,1,0,0.0
2383,台光電,美林,528.0,3,3,1.0
2609,陽明,第一高雄,527.8,0,0,0.0
2603,長榮,港商野村,527.0,6,4,0.6666666666666666
2356,英業達,國泰綜合,522.565,7,4,0.5714285714285714
2351,順德,凱基台北,522.2,0,0,0.0
1301,台塑,國票敦北,521.0,0,0,0.0
2881,富邦金,元大城東,521.0,1,1,1.0
1711,永光,凱基台北,520.0,6,3,0.5
3481,群創,元富中原,519.0,1,1,1.0
3481,群創,凱基內埔,518.36,1,1,1.0
2363,矽統,統一敦南,517.0,9,5,0.5555555555555556
2887,台新金,兆豐公益,510.02,0,0,0.0
2892,第一金,永豐金,506.188,11,1,0.09090909090909091
2317,鴻海,兆豐民生,506.05,0,0,0.0
2801,彰銀,凱基彰化,504.006,1,0,0.0
2851,中再保,兆豐大同,504.0,1,0,0.0
1802,台玻,永豐松山,503.0,0,0,0.0
2891,中信金,花旗環球,503.0,13,1,0.07692307692307693
2498,宏達電,宏遠,502.0,0,0,0.0
2303,聯電,凱基,500.312,34,6,0.17647058823529413
4958,臻鼎-KY,永豐內湖,500.1,2,1,0.5
